customer_id,gender,age,age_group,occupation,married,customer_segment,credit_sco,balance,monthly_ir,tenure_ye,nums_card,nums_service,active_member,digital_behavior,engagement_score,engagement_category,is_highly_engaged,loyalty_level,customer_value,risk_score,risk_segment,current_churn_risk,exit,churn_status,customer_region
33727,Female,49,46-55,Business / Sales,1,Emerging,650,30434728,27000000,1,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.3081,Low,High Risk,0,Active,North East
33728,Female,34,26-35,Accounting / Finance,1,Emerging,710,71156312,33000000,1,2,2,0,offline,14,Low,0,Bronze,Low Value,0.2609,Low,High Risk,0,Active,West Midlands
33729,Male,32,26-35,Accounting / Finance,0,Mass,636,14765917,12000000,1,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3984,Low,High Risk,0,Active,Other UK Region
33730,Male,77,65+,Small Business Owner,1,Priority,740,122125081,93000000,0,2,8,1,mobile,84,High,1,Bronze,High Value,0.0404,Low,Medium Risk,0,Active,North East
33731,Male,43,36-45,Manager / Executive,1,Priority,761,191098049,127000000,1,1,6,1,mobile,72,High,1,Silver,High Value,0.06,Low,Low Risk,0,Active,South East
33732,Female,37,36-45,Manager / Executive,1,Affluent,733,112842007,56000000,4,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2088,Low,High Risk,0,Active,South East
33733,Male,40,36-45,Manager / Executive,0,Priority,744,162280388,110000000,0,5,6,0,offline,38,High,1,Bronze,High Value,0.1669,Low,High Risk,0,Active,South East
33734,Male,69,65+,Manager / Executive,0,Priority,788,47159096,70000000,1,4,8,0,offline,42,High,1,Silver,High Value,0.1568,Low,High Risk,0,Active,West Midlands
33735,Male,28,26-35,Accounting / Finance,1,Affluent,700,40666275,36000000,1,4,6,0,offline,34,Medium,0,Bronze,Medium Value,0.2116,Low,High Risk,0,Active,South East
33736,Male,52,46-55,Office Worker / Civil Servant,1,Mass,699,12808025,12000000,1,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3371,Low,Already Churned,1,Churned,London
33737,Female,63,56-65,Student / Homemaker,1,Mass,734,10705587,8000000,3,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3462,Low,Already Churned,1,Churned,South East
33738,Male,49,46-55,Office Worker / Civil Servant,1,Emerging,674,65974612,19000000,3,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.3033,Low,High Risk,0,Active,South East
33739,Male,38,36-45,Office Worker / Civil Servant,0,Emerging,684,8869784,27000000,1,2,5,1,mobile,78,High,1,Silver,Medium Value,0.1715,Low,Low Risk,0,Active,South East
33740,Female,54,46-55,Engineer / IT Professional,0,Priority,666,133560041,60000000,3,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.2283,Low,High Risk,0,Active,South East
33741,Female,33,26-35,Small Business Owner,1,Priority,694,151777875,74000000,4,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.2112,Low,High Risk,0,Active,South East
33742,Male,51,46-55,Accounting / Finance,2,Affluent,716,51686672,40000000,0,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2382,Low,High Risk,0,Active,South East
33743,Male,36,36-45,Office Worker / Civil Servant,1,Emerging,630,20871843,23000000,3,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.3532,Low,Already Churned,1,Churned,Other UK Region
33744,Male,40,36-45,Engineer / IT Professional,1,Priority,724,28545521,67000000,1,4,4,1,mobile,68,High,1,Silver,Medium Value,0.1079,Low,Low Risk,0,Active,South East
33745,Female,38,36-45,Engineer / IT Professional,1,Affluent,766,45506996,45000000,4,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2048,Low,High Risk,0,Active,South East
33746,Male,39,36-45,Retired,1,Emerging,700,13602176,15000000,2,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3168,Low,Already Churned,1,Churned,London
33747,Female,59,56-65,Manual Worker,1,Mass,735,27709095,12000000,3,4,5,0,offline,31,Medium,0,Bronze,Medium Value,0.2768,Low,High Risk,0,Active,East of England
33748,Male,44,36-45,Office Worker / Civil Servant,1,Emerging,630,25365064,19000000,0,2,6,1,mobile,84,High,1,Bronze,Medium Value,0.2163,Low,Medium Risk,0,Active,South West
33749,Male,35,26-35,Office Worker / Civil Servant,1,Mass,698,4149571,14000000,0,1,1,0,offline,7,Low,0,Bronze,Low Value,0.3477,Low,High Risk,0,Active,South East
33750,Male,33,26-35,Student / Homemaker,2,Mass,636,6796876,7000000,2,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.3927,Low,High Risk,0,Active,South East
33751,Female,78,65+,Retired,1,Emerging,651,105698184,18000000,4,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3351,Low,High Risk,0,Active,West Midlands
33752,Female,47,46-55,Engineer / IT Professional,1,Emerging,680,16690266,25000000,2,2,8,1,mobile,85,High,1,Silver,Medium Value,0.1344,Low,Low Risk,0,Active,East of England
33753,Female,32,26-35,Small Business Owner,1,Priority,699,182023764,71000000,3,3,8,0,offline,39,High,1,Silver,High Value,0.1416,Low,High Risk,0,Active,South East
33754,Male,53,46-55,Student / Homemaker,1,Mass,643,27149218,8000000,4,2,1,0,offline,10,Low,0,Bronze,Low Value,0.392,Low,High Risk,0,Active,Other UK Region
33755,Male,57,56-65,Teacher / Lecturer,1,Emerging,670,23264132,19000000,3,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.2949,Low,High Risk,0,Active,West Midlands
33756,Male,39,36-45,Student / Homemaker,1,Mass,601,11285789,8000000,0,2,3,0,offline,17,Low,0,Bronze,Low Value,0.4196,Medium,Already Churned,1,Churned,South East
33757,Female,33,26-35,Teacher / Lecturer,1,Mass,691,18866401,14000000,0,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3239,Low,High Risk,0,Active,East of England
33758,Female,43,36-45,Small Business Owner,1,Priority,800,486343239,178000000,4,4,1,0,offline,16,Low,0,Bronze,Low Value,0.2162,Low,High Risk,0,Active,South East
33759,Male,32,26-35,Retired,1,Emerging,623,14253932,19000000,4,5,2,0,offline,22,Medium,0,Bronze,Medium Value,0.3853,Low,High Risk,0,Active,South East
33760,Male,39,36-45,Student / Homemaker,1,Mass,650,5698537,6000000,2,3,1,0,offline,13,Low,0,Bronze,Low Value,0.4078,Medium,Already Churned,1,Churned,South East
33761,Male,55,46-55,Retired,1,Emerging,656,38459521,19000000,2,5,1,0,offline,19,Low,0,Bronze,Low Value,0.3528,Low,High Risk,0,Active,South East
33762,Female,43,36-45,Accounting / Finance,1,Emerging,638,40740491,30000000,2,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.2981,Low,High Risk,0,Active,North East
33763,Female,51,46-55,Office Worker / Civil Servant,2,Emerging,710,26439415,18000000,3,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.2778,Low,High Risk,0,Active,South East
33764,Male,67,65+,Engineer / IT Professional,1,Affluent,650,23043718,44000000,1,2,5,1,mobile,73,High,1,Silver,Medium Value,0.16,Low,Low Risk,0,Active,East of England
33765,Female,67,65+,Engineer / IT Professional,3,Priority,774,273631330,64000000,2,2,2,1,mobile,68,High,1,Silver,High Value,0.1056,Low,Low Risk,0,Active,East of England
33766,Female,36,36-45,Business / Sales,0,Emerging,681,10987228,16000000,0,2,5,1,mobile,70,High,1,Bronze,Medium Value,0.1939,Low,Medium Risk,0,Active,East Midlands
33767,Male,81,65+,Manager / Executive,3,Affluent,679,95703913,36000000,2,3,1,0,offline,13,Low,0,Bronze,Low Value,0.2848,Low,High Risk,0,Active,Other UK Region
33768,Female,45,36-45,Student / Homemaker,1,Mass,662,4259535,5000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.4014,Medium,High Risk,0,Active,West Midlands
33769,Male,43,36-45,Manager / Executive,1,Affluent,727,38390159,48000000,1,2,8,1,mobile,82,High,1,Silver,High Value,0.0583,Low,Low Risk,0,Active,South East
33770,Male,54,46-55,Engineer / IT Professional,1,Affluent,709,102547238,54000000,3,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.185,Low,High Risk,0,Active,South East
33771,Female,46,46-55,Manager / Executive,0,Priority,642,128096794,71000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2528,Low,High Risk,0,Active,South East
33772,Female,55,46-55,Teacher / Lecturer,2,Emerging,703,52417431,32000000,2,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2541,Low,High Risk,0,Active,London
33773,Male,52,46-55,Manager / Executive,1,Priority,800,42523268,120000000,0,2,7,1,mobile,87,High,1,Bronze,High Value,0.0656,Low,Medium Risk,0,Active,South East
33774,Female,44,36-45,Manager / Executive,1,Priority,726,219346563,71000000,4,4,6,0,offline,34,Medium,0,Bronze,Medium Value,0.1633,Low,High Risk,0,Active,South East
33775,Female,53,46-55,Engineer / IT Professional,1,Affluent,670,28835319,36000000,2,1,4,0,offline,18,Low,0,Bronze,Low Value,0.2708,Low,High Risk,0,Active,South East
33776,Female,53,46-55,Accounting / Finance,1,Emerging,682,44573087,31000000,3,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.251,Low,High Risk,0,Active,South East
33777,Male,90,65+,Engineer / IT Professional,1,Affluent,719,221229453,36000000,2,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2162,Low,High Risk,0,Active,West Midlands
33778,Female,56,56-65,Student / Homemaker,1,Mass,619,15231268,6000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.4145,Medium,High Risk,0,Active,South East
33779,Male,25,18-25,Retired,1,Emerging,639,29501401,15000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3685,Low,Already Churned,1,Churned,South East
33780,Male,41,36-45,Teacher / Lecturer,1,Affluent,705,78357355,35000000,4,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2432,Low,High Risk,0,Active,South East
33781,Male,59,56-65,Accounting / Finance,1,Emerging,699,31920540,17000000,0,3,4,1,mobile,69,High,1,Bronze,High Value,0.1736,Low,Medium Risk,0,Active,South East
33782,Female,37,36-45,Small Business Owner,1,Priority,695,98286902,67000000,4,5,4,0,offline,30,Medium,0,Bronze,Medium Value,0.203,Low,High Risk,0,Active,South East
33783,Male,44,36-45,Retired,1,Mass,670,2031368,8000000,1,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3838,Low,Already Churned,1,Churned,South East
33784,Female,53,46-55,Business / Sales,1,Affluent,698,114776769,47000000,3,2,8,0,offline,36,High,1,Silver,High Value,0.1541,Low,High Risk,0,Active,West Midlands
33785,Female,60,56-65,Retired,0,Emerging,686,7887711,17000000,0,2,6,1,mobile,81,High,1,Bronze,Medium Value,0.1784,Low,Medium Risk,0,Active,North East
33786,Female,86,65+,Business / Sales,1,Affluent,673,168857428,41000000,3,3,2,0,offline,16,Low,0,Bronze,Low Value,0.2615,Low,High Risk,0,Active,East of England
33787,Male,72,65+,Manager / Executive,1,Priority,800,74802006,119000000,1,2,7,0,offline,32,Medium,0,Bronze,Medium Value,0.1638,Low,High Risk,0,Active,South East
33788,Female,46,46-55,Engineer / IT Professional,0,Priority,717,80604806,66000000,1,2,7,0,offline,32,Medium,0,Bronze,Medium Value,0.1629,Low,High Risk,0,Active,South East
33789,Male,33,26-35,Small Business Owner,1,Priority,744,68432758,96000000,3,5,4,0,offline,30,Medium,0,Bronze,Medium Value,0.2024,Low,High Risk,0,Active,East of England
33790,Male,78,65+,Business / Sales,1,Emerging,794,6333175,21000000,0,1,2,1,mobile,66,High,1,Bronze,Medium Value,0.2091,Low,Medium Risk,0,Active,South East
33791,Male,63,56-65,Teacher / Lecturer,0,Emerging,697,18414352,33000000,0,1,4,1,mobile,73,High,1,Bronze,Medium Value,0.1502,Low,Medium Risk,0,Active,South East
33792,Female,45,36-45,Student / Homemaker,1,Mass,649,4291654,7000000,3,3,6,0,offline,31,Medium,0,Bronze,Medium Value,0.3478,Low,High Risk,0,Active,North West
33793,Female,45,36-45,Engineer / IT Professional,1,Affluent,739,39189111,41000000,0,2,2,1,mobile,58,High,1,Bronze,High Value,0.1471,Low,Medium Risk,0,Active,Other UK Region
33794,Male,30,26-35,Manager / Executive,1,Affluent,657,17587311,46000000,2,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2697,Low,High Risk,0,Active,North West
33795,Male,41,36-45,Student / Homemaker,1,Mass,698,3047260,4000000,0,3,5,0,offline,28,Medium,0,Bronze,Medium Value,0.3214,Low,Already Churned,1,Churned,East of England
33796,Female,34,26-35,Engineer / IT Professional,1,Priority,800,69481875,63000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2147,Low,High Risk,0,Active,South East
33797,Female,62,56-65,Teacher / Lecturer,3,Emerging,752,66348113,18000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3042,Low,High Risk,0,Active,East of England
33798,Male,71,65+,Retired,1,Emerging,663,70806712,18000000,1,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3279,Low,High Risk,0,Active,West Midlands
33799,Female,53,46-55,Accounting / Finance,1,Emerging,706,66997707,19000000,2,1,2,0,offline,10,Low,0,Bronze,Low Value,0.2896,Low,High Risk,0,Active,East Midlands
33800,Male,52,46-55,Accounting / Finance,1,Emerging,693,37586731,17000000,4,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.2951,Low,High Risk,0,Active,South East
33801,Male,40,36-45,Small Business Owner,1,Priority,712,228486117,131000000,3,2,6,0,offline,28,Medium,0,Bronze,Medium Value,0.1628,Low,High Risk,0,Active,South East
33802,Female,36,36-45,Manager / Executive,0,Priority,692,455826745,92000000,3,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.175,Low,High Risk,0,Active,South East
33803,Male,71,65+,Small Business Owner,1,Priority,782,234215257,86000000,4,2,3,0,offline,17,Low,0,Bronze,Low Value,0.2,Low,High Risk,0,Active,South East
33804,Male,45,36-45,Manager / Executive,1,Priority,752,351449958,143000000,4,2,3,0,offline,17,Low,0,Bronze,Low Value,0.1951,Low,High Risk,0,Active,South East
33805,Female,64,56-65,Student / Homemaker,1,Mass,633,21938996,9000000,3,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.3526,Low,Already Churned,1,Churned,South East
33806,Female,76,65+,Business / Sales,1,Emerging,734,68556027,18000000,3,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.2913,Low,High Risk,0,Active,North East
33807,Male,55,46-55,Manual Worker,1,Mass,623,6261868,9000000,0,2,1,1,mobile,53,High,1,Bronze,Medium Value,0.3227,Low,Medium Risk,0,Active,South East
33808,Male,36,36-45,Retired,0,Emerging,725,8197153,17000000,1,1,3,1,mobile,60,High,1,Silver,Medium Value,0.2015,Low,Low Risk,0,Active,North West
33809,Male,31,26-35,Manual Worker,2,Emerging,726,20067138,16000000,0,3,4,1,mobile,79,High,1,Bronze,Medium Value,0.1802,Low,Medium Risk,0,Active,East of England
33810,Male,31,26-35,Engineer / IT Professional,1,Affluent,708,6576431,36000000,1,3,8,0,offline,39,High,1,Silver,Medium Value,0.2086,Low,High Risk,0,Active,East Midlands
33811,Male,42,36-45,Accounting / Finance,1,Emerging,728,37681399,17000000,4,1,3,0,offline,14,Low,0,Bronze,Low Value,0.2881,Low,High Risk,0,Active,South East
33812,Female,47,46-55,Manual Worker,1,Emerging,694,14393476,19000000,2,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3017,Low,Already Churned,1,Churned,South East
33813,Male,38,36-45,Accounting / Finance,1,Emerging,747,40002605,24000000,3,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.2608,Low,High Risk,0,Active,East of England
33814,Male,34,26-35,Accounting / Finance,1,Affluent,634,84775588,38000000,3,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.3023,Low,High Risk,0,Active,South East
33815,Male,70,65+,Accounting / Finance,1,Affluent,703,38033659,42000000,1,1,5,0,offline,22,Medium,0,Bronze,Medium Value,0.2129,Low,High Risk,0,Active,South East
33816,Female,51,46-55,Teacher / Lecturer,1,Emerging,684,95943846,25000000,4,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2643,Low,High Risk,0,Active,East of England
33817,Female,49,46-55,Student / Homemaker,1,Mass,670,10960124,3000000,3,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3609,Low,Already Churned,1,Churned,East Midlands
33818,Female,35,26-35,Engineer / IT Professional,1,Emerging,725,11591881,28000000,1,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2678,Low,Already Churned,1,Churned,Other UK Region
33819,Female,45,36-45,Accounting / Finance,0,Emerging,637,22101833,18000000,3,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.343,Low,High Risk,0,Active,South East
33820,Female,63,56-65,Business / Sales,2,Emerging,625,38025705,27000000,3,1,6,0,offline,26,Medium,0,Bronze,Medium Value,0.3054,Low,High Risk,0,Active,Other UK Region
33821,Female,90,65+,Engineer / IT Professional,2,Affluent,800,116638530,58000000,3,3,6,0,offline,31,Medium,0,Bronze,Medium Value,0.1709,Low,High Risk,0,Active,Other UK Region
33822,Male,42,36-45,Business / Sales,1,Emerging,691,54805235,12000000,3,1,2,0,offline,10,Low,0,Bronze,Low Value,0.315,Low,Already Churned,1,Churned,South West
33823,Male,52,46-55,Business / Sales,1,Emerging,640,58615518,25000000,2,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3517,Low,High Risk,0,Active,South East
33824,Female,59,56-65,Engineer / IT Professional,1,Emerging,694,105945236,30000000,2,3,2,0,offline,16,Low,0,Bronze,Low Value,0.2681,Low,Already Churned,1,Churned,North East
33825,Male,57,56-65,Business / Sales,1,Affluent,693,106429871,43000000,4,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.2305,Low,High Risk,0,Active,West Midlands
33826,Female,50,46-55,Manual Worker,1,Mass,692,38476293,10000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3348,Low,Already Churned,1,Churned,South East
33827,Male,84,65+,Engineer / IT Professional,3,Affluent,733,186860520,52000000,3,2,8,0,offline,36,High,1,Silver,High Value,0.1402,Low,High Risk,0,Active,Other UK Region
33828,Female,59,56-65,Small Business Owner,1,Priority,690,126772469,78000000,3,4,6,0,offline,34,Medium,0,Bronze,Medium Value,0.1799,Low,High Risk,0,Active,North East
33829,Male,38,36-45,Manager / Executive,1,Priority,695,111423815,97000000,0,4,3,0,offline,23,Medium,0,Bronze,Medium Value,0.214,Low,High Risk,0,Active,North West
33830,Male,75,65+,Teacher / Lecturer,3,Emerging,730,16203757,23000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3112,Low,High Risk,0,Active,South East
33831,Female,64,56-65,Teacher / Lecturer,0,Emerging,707,133307019,31000000,4,1,2,0,offline,10,Low,0,Bronze,Low Value,0.2573,Low,High Risk,0,Active,London
33832,Female,62,56-65,Manager / Executive,1,Affluent,694,53783307,48000000,3,1,8,0,offline,33,Medium,0,Bronze,Medium Value,0.1653,Low,High Risk,0,Active,South East
33833,Female,52,46-55,Teacher / Lecturer,1,Emerging,653,57258373,29000000,1,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.2935,Low,Already Churned,1,Churned,South East
33834,Male,41,36-45,Business / Sales,1,Emerging,686,125374070,31000000,2,1,1,0,offline,7,Low,0,Bronze,Low Value,0.2845,Low,High Risk,0,Active,North West
33835,Female,31,26-35,Office Worker / Civil Servant,1,Emerging,669,26118904,25000000,2,3,4,0,offline,24,Medium,0,Bronze,Medium Value,0.295,Low,High Risk,0,Active,South East
33836,Male,36,36-45,Student / Homemaker,1,Mass,691,10376962,7000000,2,1,3,0,offline,14,Low,0,Bronze,Low Value,0.3326,Low,Already Churned,1,Churned,South East
33837,Male,63,56-65,Accounting / Finance,0,Mass,629,30640867,14000000,3,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3925,Low,High Risk,0,Active,North West
33838,Male,48,46-55,Manual Worker,1,Mass,599,9274075,12000000,2,1,2,0,offline,10,Low,0,Bronze,Low Value,0.4285,Medium,High Risk,0,Active,East of England
33839,Female,68,65+,Teacher / Lecturer,2,Emerging,738,55275681,34000000,3,2,2,0,offline,14,Low,0,Bronze,Low Value,0.2619,Low,High Risk,0,Active,West Midlands
33840,Female,50,46-55,Engineer / IT Professional,2,Affluent,709,127059976,58000000,4,4,2,0,offline,20,Low,0,Bronze,Medium Value,0.2199,Low,High Risk,0,Active,South East
33841,Male,43,36-45,Business / Sales,2,Affluent,622,14863739,39000000,4,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3583,Low,Already Churned,1,Churned,East of England
33842,Male,59,56-65,Small Business Owner,1,Priority,693,223105010,153000000,4,5,5,0,offline,34,Medium,0,Bronze,Medium Value,0.1826,Low,High Risk,0,Active,West Midlands
33843,Male,76,65+,Teacher / Lecturer,1,Emerging,708,36156229,26000000,4,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2706,Low,High Risk,0,Active,South East
33844,Female,45,36-45,Manager / Executive,0,Priority,705,90088428,84000000,4,4,1,0,offline,16,Low,0,Bronze,Low Value,0.2365,Low,High Risk,0,Active,South East
33845,Female,54,46-55,Engineer / IT Professional,1,Affluent,642,38851065,36000000,0,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3327,Low,High Risk,0,Active,North East
33846,Female,56,56-65,Manual Worker,1,Mass,613,14069310,9000000,4,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.3779,Low,High Risk,0,Active,West Midlands
33847,Male,56,56-65,Student / Homemaker,1,Mass,610,8257263,10000000,0,5,3,1,mobile,81,High,1,Bronze,Medium Value,0.3054,Low,Medium Risk,0,Active,South West
33848,Female,39,36-45,Teacher / Lecturer,1,Emerging,680,25274918,16000000,4,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3399,Low,High Risk,0,Active,South East
33849,Female,45,36-45,Student / Homemaker,1,Mass,765,17985319,11000000,1,2,3,1,mobile,72,High,1,Silver,Medium Value,0.204,Low,Low Risk,0,Active,South East
33850,Female,78,65+,Business / Sales,0,Emerging,576,16197451,28000000,4,2,2,0,offline,14,Low,0,Bronze,Low Value,0.4127,Medium,High Risk,0,Active,South East
33851,Female,41,36-45,Office Worker / Civil Servant,1,Mass,689,12125801,12000000,4,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.3227,Low,High Risk,0,Active,North East
33852,Female,39,36-45,Retired,1,Emerging,674,23653118,17000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3322,Low,Already Churned,1,Churned,South East
33853,Male,59,56-65,Manual Worker,2,Emerging,701,29573952,16000000,1,2,4,0,offline,21,Medium,0,Bronze,Medium Value,0.2805,Low,High Risk,0,Active,South West
33854,Male,52,46-55,Student / Homemaker,1,Mass,683,17479428,5000000,3,3,1,0,offline,13,Low,0,Bronze,Low Value,0.3633,Low,Already Churned,1,Churned,East of England
33855,Male,51,46-55,Engineer / IT Professional,1,Emerging,700,88310790,33000000,3,3,3,0,offline,20,Low,0,Bronze,Medium Value,0.2458,Low,High Risk,0,Active,South East
33856,Female,25,18-25,Engineer / IT Professional,2,Affluent,641,42519136,45000000,2,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3146,Low,High Risk,0,Active,North West
33857,Female,25,18-25,Student / Homemaker,0,Mass,641,7800203,12000000,2,3,2,0,offline,16,Low,0,Bronze,Low Value,0.3886,Low,Already Churned,1,Churned,South East
33858,Male,51,46-55,Teacher / Lecturer,1,Emerging,658,16915396,32000000,3,3,4,1,mobile,68,High,1,Gold,Medium Value,0.1922,Low,Low Risk,0,Active,South East
33859,Female,51,46-55,Engineer / IT Professional,1,Affluent,627,97301074,38000000,3,5,3,0,offline,26,Medium,0,Bronze,Medium Value,0.3076,Low,High Risk,0,Active,North East
33860,Female,39,36-45,Retired,1,Emerging,664,30862110,25000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.323,Low,High Risk,0,Active,London
33861,Male,54,46-55,Manual Worker,3,Mass,683,17886075,10000000,2,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3405,Low,Already Churned,1,Churned,East of England
33862,Male,57,56-65,Student / Homemaker,1,Mass,692,20310503,11000000,2,4,1,0,offline,16,Low,0,Bronze,Low Value,0.3405,Low,Already Churned,1,Churned,East of England
33863,Female,49,46-55,Accounting / Finance,1,Emerging,668,34994536,24000000,4,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3319,Low,Already Churned,1,Churned,West Midlands
33864,Female,75,65+,Office Worker / Civil Servant,2,Emerging,670,22496609,18000000,0,1,2,0,offline,10,Low,0,Bronze,Low Value,0.3348,Low,High Risk,0,Active,East of England
33865,Male,33,26-35,Business / Sales,0,Mass,628,36145852,14000000,2,1,6,0,offline,26,Medium,0,Bronze,Medium Value,0.3291,Low,High Risk,0,Active,North West
33866,Male,37,36-45,Business / Sales,1,Emerging,702,51842724,32000000,4,3,5,0,offline,28,Medium,0,Bronze,Medium Value,0.2292,Low,High Risk,0,Active,South West
33867,Male,38,36-45,Retired,1,Mass,665,1311218,8000000,0,1,4,1,mobile,66,High,1,Bronze,Medium Value,0.2641,Low,Medium Risk,0,Active,West Midlands
33868,Male,31,26-35,Teacher / Lecturer,1,Emerging,664,7025500,23000000,0,1,5,1,mobile,66,High,1,Bronze,Medium Value,0.2023,Low,Medium Risk,0,Active,South East
33869,Male,62,56-65,Engineer / IT Professional,1,Priority,721,234438100,67000000,1,5,4,0,offline,30,Medium,0,Bronze,Medium Value,0.1875,Low,High Risk,0,Active,West Midlands
33870,Male,41,36-45,Student / Homemaker,1,Mass,657,19051065,11000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.3763,Low,High Risk,0,Active,South East
33871,Female,27,26-35,Manual Worker,1,Emerging,611,14645161,15000000,1,1,2,0,offline,10,Low,0,Bronze,Low Value,0.405,Medium,High Risk,0,Active,South East
33872,Male,36,36-45,Accounting / Finance,1,Emerging,687,12727586,20000000,0,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3206,Low,High Risk,0,Active,Other UK Region
33873,Male,31,26-35,Accounting / Finance,1,Emerging,607,29271829,32000000,4,2,6,0,offline,28,Medium,0,Bronze,Medium Value,0.3166,Low,High Risk,0,Active,South East
33874,Female,31,26-35,Office Worker / Civil Servant,1,Emerging,649,11376482,25000000,2,5,2,0,offline,22,Medium,0,Bronze,Medium Value,0.35,Low,Already Churned,1,Churned,South East
33875,Male,52,46-55,Teacher / Lecturer,1,Emerging,624,15339923,21000000,1,2,5,0,offline,25,Medium,0,Bronze,Medium Value,0.3419,Low,High Risk,0,Active,South East
33876,Male,67,65+,Manager / Executive,2,Priority,739,111606578,113000000,0,4,4,0,offline,27,Medium,0,Bronze,Medium Value,0.1965,Low,High Risk,0,Active,East of England
33877,Male,34,26-35,Student / Homemaker,1,Mass,701,5331497,10000000,1,2,3,0,offline,17,Low,0,Bronze,Low Value,0.3256,Low,Already Churned,1,Churned,South East
33878,Female,57,56-65,Business / Sales,1,Affluent,694,21099411,35000000,0,3,2,1,mobile,60,High,1,Bronze,Medium Value,0.1725,Low,Medium Risk,0,Active,East of England
33879,Male,66,65+,Business / Sales,2,Mass,628,7287097,14000000,3,2,1,0,offline,10,Low,0,Bronze,Low Value,0.4109,Medium,Already Churned,1,Churned,East of England
33880,Female,33,26-35,Accounting / Finance,1,Affluent,670,18029547,36000000,2,3,6,0,offline,31,Medium,0,Bronze,Medium Value,0.2514,Low,High Risk,0,Active,East Midlands
33881,Male,61,56-65,Accounting / Finance,2,Emerging,614,92294850,34000000,2,2,2,0,offline,14,Low,0,Bronze,Low Value,0.3417,Low,High Risk,0,Active,London
33882,Female,51,46-55,Small Business Owner,1,Priority,795,161405530,175000000,2,4,4,1,mobile,82,High,1,Silver,High Value,0.087,Low,Low Risk,0,Active,South East
33883,Male,51,46-55,Student / Homemaker,1,Mass,644,26835079,13000000,4,3,2,0,offline,16,Low,0,Bronze,Low Value,0.3686,Low,Already Churned,1,Churned,South West
